rxcui,drug_name,utilization_raw,utilization_score,utilization_percentile,spend_raw,spend_score,spend_percentile,disease_burden_raw,disease_burden_score,disease_burden_percentile,population_impact_raw,population_impact_score,population_impact_percentile,risk_raw,risk_score,risk_percentile,ehi_score,ehi_rank,ehi_percentile,ehi_tier,ehi_tier_label,primary_driver,secondary_driver,limiting_factor,methodology_version,calculation_date,source_coverage_flag,source_overall_intelligence_score,source_claims_readiness_score,source_ai_readiness_score,source_semantic_richness_score,source_interoperability_score,source_clinical_semantics_score,source_explainability_score,source_relationship_density_score,source_classification_density_score,source_relationship_count,source_classification_count,source_disease_count,source_atc_hierarchy_depth,source_schedule_count
3443,diltiazem,99.74395990973052,98.97,98.97,104.26589672109385,99.21,99.21,99.92028408336651,97.6,97.6,98.08945639187574,99.46,99.46,39.756322182397454,27.43,27.43,91.68,60,99.71,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21.0,31.0,11.0,4.0,0.0
3444,dimenhydrinate,96.97200816407805,94.26,94.26,101.47811363334662,94.75,94.75,80.91238218505245,77.53,77.53,93.51629530067702,94.67,94.67,38.825088776052034,23.6,23.6,84.03,729,93.69,2,Strategically Important,Spend Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,96.35,96.0,96.0,94.0,97.0,84.0,100.0,100.0,89.0,26.0,16.0,5.0,4.0,0.0
3445,dimercaprol,97.06460075667064,94.33,94.33,101.61700252223551,94.86,94.86,85.80999933625382,81.32,81.32,93.7014804858622,94.81,94.81,38.88295914642241,23.91,23.91,84.89,652,94.38,2,Strategically Important,Spend Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,96.35,96.0,96.0,94.0,97.0,89.0,100.0,100.0,89.0,35.0,16.0,5.0,4.0,0.0
3446,succimer,94.72196103809904,92.53,92.53,99.43404858622064,93.27,93.27,84.17174764370105,80.35,80.35,91.23171797424665,92.93,92.93,38.611939964157706,22.61,22.61,83.35,789,93.14,2,Strategically Important,Spend Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,93.61,93.0,93.0,89.5,94.75,88.5,100.0,100.0,80.75,23.0,13.0,2.0,4.0,0.0
3447,Dimetane,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3449,dimethindene,89.26110049117217,89.38,89.38,97.55650776583035,91.84,91.84,22.717323775388294,63.85,63.85,81.3010618611443,82.28,82.28,49.94099711270411,34.28,34.28,78.31,1269,87.06,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,81.56,93.0,73.0,74.5,94.75,16.5,73.0,100.0,80.75,15.0,13.0,0.0,4.0,0.0
3455,dimethyl sulfoxide,89.9059265896721,89.55,89.55,98.44124691358024,92.32,92.32,29.76488782689499,64.62,64.62,82.45571405814417,85.12,85.12,49.59713842426656,34.09,34.09,79.05,1199,88.18,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,81.86,93.0,73.0,74.5,94.75,23.5,75.0,100.0,80.75,30.0,13.0,0.0,4.0,0.0
3477,dinoprost,84.02552104075401,86.47,86.47,93.30490840302669,89.91,89.91,21.44232377538829,62.72,62.72,75.44707321120403,74.84,74.84,53.00721017522899,36.98,36.98,75.89,1496,82.87,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,73.0,87.0,63.25,61.12,90.25,12.25,64.5,100.0,60.5,14.0,7.0,0.0,4.0,0.0
3478,dinoprostone,99.90325899376079,99.58,99.58,104.27112372228859,99.23,99.23,97.73805256869773,93.52,93.52,96.93594849329617,98.41,98.41,39.23669188902164,25.65,25.65,90.71,134,99.13,1,Enterprise Critical,Utilization Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27.0,24.0,9.0,4.0,0.0
3489,diosmin,82.96159398645958,85.99,85.99,92.78542413381123,89.68,89.68,20.91732377538829,61.58,61.58,73.62694809504845,71.97,71.97,54.73285460639851,38.34,38.34,75.16,1564,81.76,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,69.75,86.0,58.5,55.25,89.5,10.5,61.0,100.0,54.0,17.0,6.0,0.0,4.0,0.0
3498,diphenhydramine,99.8672507633081,99.45,99.45,104.69442785078985,99.81,99.81,93.59868246382584,88.61,88.61,98.29588145493163,99.55,99.55,39.69150321916899,27.26,27.26,90.17,183,98.65,1,Enterprise Critical,Spend Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,25.0,54.0,12.0,4.0,0.0
3500,diphenoxylate,98.19072547457853,95.34,95.34,102.41041338112306,95.43,95.43,86.67980552236826,82.2,82.2,94.45265126775523,95.51,95.51,43.155855071020845,30.77,30.77,86.3,525,95.51,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,98.18,98.0,98.0,97.0,98.5,89.0,100.0,100.0,94.5,19.0,18.0,7.0,4.0,1.0
3510,diphtheria antitoxin,95.54360049117217,93.31,93.31,99.98254042214256,93.72,93.72,68.06162883313422,71.49,71.49,90.56487966281694,92.45,92.45,39.61313968538431,27.03,27.03,82.29,893,92.1,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,94.69,95.0,95.0,92.5,96.25,72.5,95.0,100.0,86.25,15.0,15.0,2.0,4.0,0.0
3521,dipyridamole,99.74395990973052,98.97,98.97,103.98986127704765,98.58,98.58,98.39051506703836,94.74,94.74,97.26135005973715,98.72,98.72,39.48028673835125,26.62,26.62,90.75,131,99.15,1,Enterprise Critical,Utilization Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21.0,23.0,5.0,4.0,0.0
3523,dipyrone,85.10570987654322,87.59,87.59,93.81526616221956,90.17,90.17,21.967323775388294,63.46,63.46,77.22456358688437,76.69,76.69,51.26765979689367,35.31,35.31,76.55,1434,83.93,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,76.25,88.0,68.0,67.0,91.0,14.0,68.0,100.0,67.0,12.0,8.0,0.0,4.0,0.0
3538,cromolyn sodium,99.27552104075401,97.41,97.41,103.77215252887297,98.13,98.13,99.99736160892074,97.69,97.69,97.77932098765432,99.22,99.22,39.672462000531,27.21,27.21,90.9,118,99.25,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,14.0,48.0,11.0,4.0,0.0
3539,edetate disodium,99.96515332536838,99.83,99.83,104.61685251559804,99.7,99.7,96.24395990973052,90.73,90.73,96.65518385769282,98.11,98.11,38.946655548918095,24.23,24.23,90.16,184,98.64,1,Enterprise Critical,Utilization Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,33.0,32.0,12.0,4.0,0.0
3541,disopyramide,99.37110049117217,97.66,97.66,103.5077326430373,97.6,97.6,99.00663746183459,96.08,96.08,97.24160361077925,98.7,98.7,39.571655548918095,26.92,26.92,90.41,163,98.87,1,Enterprise Critical,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.0,25.0,9.0,4.0,0.0
3547,Solprin,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3551,distigmine,78.04847836187442,76.6,76.6,79.72691889021638,85.84,85.84,21.967323775388294,63.46,63.46,72.71510055754679,70.81,70.81,49.68501510022568,34.16,34.16,71.17,1928,76.29,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,69.35,80.0,62.0,59.0,83.0,14.0,64.0,60.0,67.0,6.0,8.0,0.0,4.0,0.0
3554,disulfiram,99.78594185583432,99.15,99.15,104.40992964290454,99.47,99.47,97.97700119474312,94.05,94.05,98.41660029204832,99.63,99.63,39.86362090136731,27.8,27.8,91.15,100,99.41,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22.0,36.0,12.0,4.0,0.0
3565,succinylcholine chloride,96.85820987654321,94.19,94.19,100.86513447497678,94.36,94.36,95.59018983140847,89.99,89.99,92.5531035444046,93.88,93.88,38.35724561927519,21.63,21.63,86.09,542,95.35,1,Enterprise Critical,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,97.26,97.0,97.0,95.5,97.75,98.5,100.0,100.0,91.75,12.0,17.0,5.0,4.0,0.0
3616,dobutamine,98.28895990973052,95.4,95.4,102.55776503385106,95.6,95.6,93.73925394928979,88.73,88.73,95.42006133014736,96.54,96.54,39.23019049515465,25.61,25.61,87.31,432,96.42,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,98.18,98.0,98.0,97.0,98.5,97.0,100.0,100.0,94.5,21.0,18.0,3.0,4.0,0.0
3626,domperidone,98.11572547457853,95.3,95.3,102.38041338112306,95.42,95.42,68.51162883313421,71.77,71.77,93.77539851320856,94.87,94.87,39.15219699986725,25.24,25.24,83.55,771,93.34,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,97.88,98.0,98.0,97.0,98.5,74.0,98.0,100.0,94.5,19.0,18.0,2.0,4.0,0.0
3628,dopamine,99.84667463162087,99.38,99.38,104.30049449090667,99.27,99.27,99.22368246382582,96.41,96.41,97.93646289658835,99.33,99.33,39.70104457055622,27.29,27.29,91.54,71,99.64,1,Enterprise Critical,Utilization Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,24.0,27.0,9.0,4.0,0.0
3634,dothiepin,92.55909398645957,91.09,91.09,97.53793468737555,91.83,91.83,65.24920682331076,70.5,70.5,87.98607872029736,90.42,90.42,41.589664642240805,29.82,29.82,80.93,1023,90.43,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,90.14,91.0,91.0,86.5,93.25,68.5,89.0,100.0,75.25,17.0,11.0,1.0,4.0,0.0
3637,doxapram,99.27552104075401,97.41,97.41,103.66769547325103,97.9,97.9,100.1635470596044,97.89,97.89,96.69500862870038,98.17,98.17,39.18253434886499,25.32,25.32,90.53,151,98.99,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,14.0,38.0,25.0,4.0,0.0
3638,doxepin,99.588643302801,98.37,98.37,104.03292181069959,98.71,98.71,99.76148280897385,97.26,97.26,97.77882317801672,99.21,99.21,39.6592493030665,27.19,27.19,91.24,93,99.46,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,18.0,31.0,9.0,4.0,0.0
3639,doxorubicin,99.84667463162087,99.38,99.38,104.6049880525687,99.69,99.69,100.23788663215187,97.97,97.97,97.4167496349396,98.87,98.87,39.28894115890084,25.88,25.88,91.75,55,99.74,1,Enterprise Critical,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,24.0,45.0,30.0,4.0,0.0
3640,doxycycline,99.81946103809904,99.29,99.29,104.49862272666931,99.57,99.57,98.99319660161953,96.01,96.01,97.82794039559272,99.27,99.27,39.5375141046064,26.82,26.82,91.45,77,99.57,1,Enterprise Critical,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,23.0,39.0,19.0,4.0,0.0
3642,doxylamine,99.74395990973052,98.97,98.97,104.34695672374883,99.35,99.35,96.92944378069828,92.1,92.1,98.3326363998407,99.58,99.58,39.837382185052434,27.59,27.59,90.64,140,99.09,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21.0,36.0,4.0,4.0,0.0
3648,droperidol,99.81946103809904,99.29,99.29,104.14542678879596,98.97,98.97,98.61336784813486,95.38,95.38,97.5392937740608,98.99,98.99,39.56978876277711,26.91,26.91,91.15,100,99.41,1,Enterprise Critical,Utilization Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,23.0,24.0,7.0,4.0,0.0
3690,pentetic acid,67.12667463162087,71.19,71.19,81.40746329483605,86.24,86.24,72.01431700517722,73.22,73.22,69.59361615558211,68.01,68.01,48.08563570290721,33.14,33.14,71.08,1936,76.15,2,Strategically Important,Spend Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,70.12,73.0,65.5,73.25,71.0,71.5,68.0,100.0,44.5,24.0,8.0,1.0,0.0,0.0
3700,Duromine,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3706,dydrogesterone,91.74946103809903,90.46,90.46,97.18251042081508,91.65,91.65,46.680187176423736,65.4,65.4,87.49151904951546,90.02,90.02,45.07035958449489,32.01,32.01,79.83,1125,89.07,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,87.72,90.0,90.0,85.0,92.5,49.0,79.0,100.0,72.5,23.0,10.0,2.0,4.0,0.0
3710,Dynapen,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3714,dyphylline,94.6559265896721,92.47,92.47,99.54124691358025,93.37,93.37,71.13021372627108,72.84,72.84,90.27393389088013,92.18,92.18,39.856248340634544,27.78,27.78,82.26,896,92.08,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,92.86,93.0,93.0,89.5,94.75,73.5,95.0,100.0,80.75,30.0,13.0,2.0,4.0,0.0
3740,echothiophate iodide,98.76344086021506,95.82,95.82,102.41952077525553,95.46,95.46,97.12773795300676,92.31,92.31,94.23068498606133,95.26,95.26,38.382429808841096,21.76,21.76,87.54,414,96.6,1,Enterprise Critical,Utilization Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10.0,21.0,7.0,4.0,0.0
3743,econazole,99.27552104075401,97.41,97.41,103.47263706358689,97.51,97.51,95.55756338776052,89.93,89.93,96.8807745917961,98.36,98.36,39.37294653524492,26.26,26.26,88.97,289,97.71,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,14.0,28.0,5.0,4.0,0.0
3752,edrophonium,99.45224346210009,97.9,97.9,103.82832204964822,98.27,98.27,97.48657573343952,92.93,92.93,97.50602349661489,98.96,98.96,39.57399940262843,26.93,26.93,90.06,194,98.55,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.0,31.0,7.0,4.0,0.0
3754,edrophonium chloride,97.12457387495022,94.53,94.53,99.39418704367449,93.23,93.23,87.64139453073145,83.35,83.35,94.3343512544803,95.4,95.4,38.040979689366786,20.7,20.7,84.72,666,94.25,2,Strategically Important,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,98.42,98.0,98.5,98.0,98.0,90.0,100.0,90.0,100.0,9.0,30.0,7.0,4.0,0.0
3755,edetic acid,99.90325899376079,99.58,99.58,104.52401101818664,99.6,99.6,96.24395990973052,90.73,90.73,96.53139519447764,97.97,97.97,38.90797159166335,24.05,24.05,90.02,198,98.5,1,Enterprise Critical,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,27.0,32.0,12.0,4.0,0.0
3804,Librium,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3815,Emcyt,74.50485530333201,72.85,72.85,63.86511482808975,68.71,68.71,73.53868312757201,73.71,73.71,72.63821585025886,70.66,70.66,33.355803630691625,14.08,14.08,65.78,2374,68.8,3,Operationally Relevant,Disease Burden Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,78.7,76.0,80.5,73.0,77.5,76.0,89.0,10.0,83.5,1.0,14.0,4.0,4.0,0.0
3816,emepronium,78.26597836187442,76.67,76.67,80.14301420416832,85.91,85.91,21.742323775388293,63.28,63.28,71.76774731182796,69.54,69.54,50.642290820390286,34.72,34.72,71.04,1940,76.13,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,68.22,81.0,59.25,56.12,83.75,13.25,62.5,60.0,66.0,6.0,9.0,0.0,4.0,0.0
3820,emetine,87.59044072746582,88.62,88.62,88.90397995486525,88.39,88.39,58.11859816806054,68.9,68.9,83.50347842824903,87.0,87.0,41.27097189034913,29.57,29.57,78.47,1254,87.36,2,Strategically Important,Utilization Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,85.32,86.0,87.0,81.0,88.5,61.0,84.0,80.0,72.5,8.0,10.0,2.0,4.0,0.0
3827,enalapril,99.64572547457853,98.6,98.6,104.23801938138855,99.15,99.15,100.68218173370504,98.51,98.51,98.25141046063985,99.54,99.54,39.81439997345015,27.56,27.56,91.76,54,99.74,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,19.0,39.0,13.0,4.0,0.0
3829,enalaprilat,99.16285012611178,97.08,97.08,103.39423204566575,97.32,97.32,98.86218969865924,95.69,95.69,96.92723682463826,98.4,98.4,39.393128567635735,26.33,26.33,89.98,201,98.47,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,13.0,31.0,13.0,4.0,0.0
3920,enflurane,99.52409398645958,98.14,98.14,103.73722288596841,98.05,98.05,84.3307945041816,80.59,80.59,95.11894331607593,96.2,96.2,38.45295284083366,21.97,21.97,86.7,487,95.88,1,Enterprise Critical,Utilization Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,85.0,100.0,100.0,100.0,17.0,25.0,8.0,4.0,0.0
3925,enoxacin,98.7247434621001,95.61,95.61,102.75256498075136,95.96,95.96,82.46841231912917,78.92,78.92,93.5720959113235,94.73,94.73,38.12216414443117,20.96,20.96,84.76,663,94.29,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,99.09,99.0,99.0,98.5,99.25,84.5,100.0,100.0,97.25,16.0,19.0,9.0,4.0,0.0
3966,ephedrine,99.8672507633081,99.45,99.45,104.66671644763042,99.79,99.79,100.97423005442718,98.74,98.74,98.98368843754149,99.87,99.87,40.049262412053636,28.18,28.18,92.33,18,99.92,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,25.0,49.0,7.0,4.0,0.0
3992,epinephrine,99.99469003053233,99.98,99.98,104.93561662020443,99.99,99.99,102.8825003318731,99.94,99.94,99.47179078720298,99.95,99.95,40.20665322580645,28.35,28.35,92.81,3,99.99,1,Enterprise Critical,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42.0,73.0,14.0,4.0,0.0
3995,epirubicin,99.88450816407806,99.51,99.51,104.27784415239613,99.24,99.24,99.53697066241868,96.71,96.71,96.3407341032789,97.7,97.7,38.92869291782822,24.12,24.12,91.07,107,99.35,1,Enterprise Critical,Utilization Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,26.0,25.0,9.0,4.0,0.0
4018,ergocalciferol,99.97710075667065,99.89,99.89,104.66887362272666,99.79,99.79,99.41741338112305,96.6,96.6,97.94459378733572,99.34,99.34,39.56983024691358,26.92,26.92,91.83,48,99.78,1,Enterprise Critical,Utilization Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35.0,34.0,9.0,4.0,0.0
4021,ergonovine,99.91935483870968,99.64,99.64,104.33011416434356,99.33,99.33,83.27668259657507,79.48,79.48,96.41042745254215,97.79,97.79,38.95047208947298,24.26,24.26,87.71,397,96.77,1,Enterprise Critical,Utilization Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,85.0,100.0,100.0,100.0,28.0,25.0,7.0,4.0,0.0
