rxcui,drug_name,ehi_v6_score,ehi_v6_rank,ehi_v6_percentile,ehi_v6_tier_label,utilization_score,spend_score,population_impact_score,disease_burden_score,risk_score,ehi_score,ehi_rank,ehi_percentile,ehi_tier_label,ehi_v6_framework_version,ehi_v6_weighting_method,ehi_v6_validation_score,ehi_v6_validation_status,ehi_v6_dashboard_language
40144,levothyroxine sodium,93.8642,64,99.790913,Strategic Priority,99.94,99.81,99.92,99.75,28.54,92.73,35,99.79,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1605101,insulin isophane,93.8622,65,99.787594,Strategic Priority,99.91,99.79,99.9,99.31,29.47,92.71,37,99.78,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
22690,dexamethasone acetate,93.8468,66,99.784275,Strategic Priority,99.78,99.71,99.81,99.46,30.03,92.73,35,99.79,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
50121,fluticasone propionate,93.8418,67,99.780956,Strategic Priority,99.75,99.66,99.81,99.57,30.06,92.73,35,99.79,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
83366,atorvastatin calcium,93.8383,68,99.777638,Strategic Priority,99.94,99.8,99.94,99.39,28.81,92.68,38,99.77,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
34376,prednisolone tebutate,93.8376,69,99.774319,Strategic Priority,99.77,99.68,99.8,99.5,30.0,92.72,36,99.78,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
203189,methylprednisolone sodium succinate,93.8006,70,99.771,Strategic Priority,99.74,99.65,99.79,99.48,29.83,92.68,38,99.77,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
69120,tiotropium,93.7756,71,99.767681,Strategic Priority,99.74,99.64,99.75,99.51,29.59,92.66,39,99.77,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
10762,triamcinolone diacetate,93.76,72,99.764362,Strategic Priority,99.71,99.49,99.78,99.72,29.53,92.65,40,99.76,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2601723,tirzepatide,93.7417,73,99.761043,Strategic Priority,99.82,99.84,99.66,99.52,28.46,92.6,41,99.76,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1114195,rivaroxaban,93.7397,74,99.757725,Strategic Priority,99.77,99.84,99.71,97.6,31.72,92.54,44,99.74,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1307298,enzalutamide,93.7221,75,99.754406,Strategic Priority,99.61,99.97,98.81,97.89,33.23,92.6,41,99.76,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
6918,metoprolol,93.714,76,99.751087,Strategic Priority,99.88,99.71,99.89,99.65,27.52,92.56,42,99.75,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
17767,amlodipine,93.7066,77,99.747768,Strategic Priority,99.91,99.74,99.9,99.58,27.31,92.54,44,99.74,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
163524,hydrocortisone cypionate,93.6805,78,99.744449,Strategic Priority,99.71,99.46,99.75,99.43,29.2,92.55,43,99.75,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
235483,hydrocortisone sodium succinate,93.6805,78,99.744449,Strategic Priority,99.71,99.46,99.75,99.43,29.2,92.55,43,99.75,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
20352,carvedilol,93.6716,80,99.737812,Strategic Priority,99.89,99.73,99.87,99.71,26.86,92.51,45,99.74,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
4493,fluoxetine,93.6664,81,99.734493,Strategic Priority,99.91,99.72,99.86,99.54,27.03,92.49,47,99.73,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
29046,lisinopril,93.6536,82,99.731174,Strategic Priority,99.89,99.73,99.87,99.58,26.86,92.48,48,99.72,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
203191,metoprolol tartrate,93.6359,83,99.727855,Strategic Priority,99.86,99.67,99.84,99.65,26.89,92.47,49,99.72,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
4917,nitroglycerin,93.6358,84,99.724536,Strategic Priority,99.5,99.52,99.54,98.47,31.48,92.5,46,99.73,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
42463,pravastatin,93.6144,85,99.721217,Strategic Priority,99.89,99.7,99.82,99.49,26.72,92.43,51,99.71,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
52175,losartan,93.5952,86,99.717899,Strategic Priority,99.88,99.7,99.82,99.55,26.44,92.42,52,99.71,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
221109,"insulin, regular, pork",93.5817,87,99.71458,Strategic Priority,100.0,99.95,99.99,95.55,31.3,92.23,59,99.69,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
9601,scopolamine,93.5655,88,99.711261,Strategic Priority,99.22,99.52,99.63,98.54,31.65,92.46,50,99.72,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
36567,simvastatin,93.5001,89,99.707942,Strategic Priority,99.9,99.74,99.84,98.84,26.24,92.27,56,99.7,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
301542,rosuvastatin,93.4986,90,99.704623,Strategic Priority,99.88,99.67,99.8,99.49,25.51,92.3,55,99.7,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
3992,epinephrine,93.4858,91,99.701304,Strategic Priority,99.54,99.6,99.6,99.31,27.81,92.34,54,99.7,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
6816,methamphetamine,93.469,92,99.697985,Strategic Priority,99.31,99.27,99.34,98.5,31.38,92.35,53,99.71,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1790539,infliximab-dyyb,93.4657,93,99.694667,Strategic Priority,98.82,99.81,98.52,99.83,31.66,92.51,45,99.74,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
203160,losartan potassium,93.4613,94,99.691348,Strategic Priority,99.85,99.65,99.79,99.55,25.18,92.26,57,99.69,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
203144,pravastatin sodium,93.4542,95,99.688029,Strategic Priority,99.85,99.64,99.78,99.49,25.24,92.25,58,99.69,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
4083,estradiol,93.3823,96,99.68471,Strategic Priority,99.45,99.57,99.57,98.93,27.76,92.22,60,99.68,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
5640,ibuprofen,93.3677,97,99.681391,Strategic Priority,99.48,99.59,99.65,96.21,31.7,92.1,63,99.67,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
25480,gabapentin,93.3606,98,99.678072,Strategic Priority,99.96,99.82,99.96,95.58,29.21,91.97,68,99.65,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
36437,sertraline,93.3556,99,99.674754,Strategic Priority,99.9,99.69,99.77,99.55,23.63,92.13,61,99.68,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
6387,lidocaine,93.2705,100,99.671435,Strategic Priority,99.39,99.6,99.65,97.83,28.28,92.06,64,99.67,Enterprise Critical,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
